ts,attempt,status,elapsed_ms,error
2026-09-14T22:09:48.064+00:00,480,OK,3.9,
2026-09-14T22:09:48.570+00:00,481,OK,5.8,
2026-09-14T22:09:49.086+00:00,482,OK,14.9,
2026-09-14T22:09:49.591+00:00,483,OK,4.7,
2026-09-14T22:09:50.104+00:00,484,OK,13.4,
2026-09-14T22:09:50.610+00:00,485,OK,5.3,
2026-09-14T22:09:51.116+00:00,486,OK,5.8,
2026-09-14T22:09:51.629+00:00,487,OK,12.9,
2026-09-14T22:09:52.135+00:00,488,OK,5.9,
2026-09-14T22:09:52.647+00:00,489,OK,11.2,
2026-09-14T22:09:53.166+00:00,490,OK,18.9,
2026-09-14T22:09:53.671+00:00,491,OK,5.2,
2026-09-14T22:09:54.177+00:00,492,OK,5.8,
2026-09-14T22:09:54.694+00:00,493,OK,16.2,
2026-09-14T22:09:55.200+00:00,494,OK,6.2,
2026-09-14T22:09:55.710+00:00,495,OK,9.4,
2026-09-14T22:09:56.215+00:00,496,OK,5.2,
2026-09-14T22:09:56.725+00:00,497,OK,9.3,
2026-09-14T22:09:57.230+00:00,498,OK,4.7,
2026-09-14T22:09:57.736+00:00,499,OK,5.9,
2026-09-14T22:09:58.240+00:00,500,OK,4.5,
2026-09-14T22:09:58.750+00:00,501,OK,9.0,
2026-09-14T22:09:59.256+00:00,502,OK,5.9,
2026-09-14T22:09:59.763+00:00,503,OK,7.1,
2026-09-14T22:10:00.268+00:00,504,OK,4.8,
2026-09-14T22:10:00.776+00:00,505,OK,7.5,
2026-09-14T22:10:01.283+00:00,506,OK,6.4,
2026-09-14T22:10:01.788+00:00,507,OK,5.1,
2026-09-14T22:10:02.292+00:00,508,OK,4.1,
2026-09-14T22:10:02.797+00:00,509,OK,4.3,
2026-09-14T22:10:03.302+00:00,510,OK,5.5,
2026-09-14T22:10:03.807+00:00,511,OK,4.2,
2026-09-14T22:10:04.314+00:00,512,OK,6.8,
2026-09-14T22:10:04.820+00:00,513,OK,5.9,
2026-09-14T22:10:05.326+00:00,514,OK,5.8,
2026-09-14T22:10:05.839+00:00,515,OK,12.9,
2026-09-14T22:10:06.343+00:00,516,OK,3.7,
2026-09-14T22:10:06.855+00:00,517,OK,11.7,
2026-09-14T22:10:07.361+00:00,518,OK,5.6,
2026-09-14T22:10:07.866+00:00,519,OK,4.8,
2026-09-14T22:10:08.371+00:00,520,OK,4.9,
2026-09-14T22:10:08.878+00:00,521,OK,6.3,
2026-09-14T22:10:09.387+00:00,522,OK,8.7,
2026-09-14T22:10:09.900+00:00,523,OK,12.4,
2026-09-14T22:10:10.404+00:00,524,OK,4.6,
2026-09-14T22:10:10.915+00:00,525,OK,9.9,
2026-09-14T22:10:11.425+00:00,526,OK,9.4,
2026-09-14T22:10:11.935+00:00,527,OK,9.8,
2026-09-14T22:10:12.441+00:00,528,OK,6.1,
2026-09-14T22:10:12.954+00:00,529,OK,14.7,
2026-09-14T22:10:13.464+00:00,530,OK,9.2,
2026-09-14T22:10:13.970+00:00,531,OK,5.9,
2026-09-14T22:10:14.490+00:00,532,OK,19.2,
2026-09-14T22:10:14.998+00:00,533,OK,8.2,
2026-09-14T22:10:15.517+00:00,534,OK,17.8,
2026-09-14T22:10:16.022+00:00,535,OK,5.5,
2026-09-14T22:10:16.530+00:00,536,OK,7.6,
2026-09-14T22:10:17.035+00:00,537,OK,4.2,
2026-09-14T22:10:17.548+00:00,538,OK,13.4,
2026-09-14T22:10:18.053+00:00,539,OK,4.7,
2026-09-14T22:10:18.567+00:00,540,OK,13.5,
2026-09-14T22:10:19.073+00:00,541,OK,5.7,
2026-09-14T22:10:19.591+00:00,542,OK,17.5,
2026-09-14T22:10:20.097+00:00,543,OK,5.6,
2026-09-14T22:10:20.612+00:00,544,OK,14.3,
2026-09-14T22:10:21.127+00:00,545,OK,14.5,
2026-09-14T22:10:21.632+00:00,546,OK,4.9,
2026-09-14T22:10:22.137+00:00,547,OK,5.4,
2026-09-14T22:10:22.645+00:00,548,OK,7.6,
2026-09-14T22:10:23.151+00:00,549,OK,5.7,
2026-09-14T22:10:23.658+00:00,550,OK,5.9,
2026-09-14T22:10:24.164+00:00,551,OK,6.3,
2026-09-14T22:10:24.681+00:00,552,OK,16.9,
2026-09-14T22:10:25.192+00:00,553,OK,9.8,
2026-09-14T22:10:25.697+00:00,554,OK,5.1,
2026-09-14T22:10:26.208+00:00,555,OK,10.4,
2026-09-14T22:10:26.721+00:00,556,OK,13.2,
2026-09-14T22:10:27.227+00:00,557,OK,5.8,
2026-09-14T22:10:27.734+00:00,558,OK,6.9,
2026-09-14T22:10:28.240+00:00,559,OK,5.7,
2026-09-14T22:10:28.751+00:00,560,OK,10.6,
2026-09-14T22:10:29.258+00:00,561,OK,6.3,
2026-09-14T22:10:29.775+00:00,562,OK,16.4,
2026-09-14T22:10:30.285+00:00,563,OK,9.6,
2026-09-14T22:10:30.792+00:00,564,OK,7.3,
2026-09-14T22:10:31.307+00:00,565,OK,14.6,
2026-09-14T22:10:31.815+00:00,566,OK,7.6,
2026-09-14T22:10:32.324+00:00,567,OK,8.9,
2026-09-14T22:10:32.839+00:00,568,OK,14.1,
2026-09-14T22:10:33.347+00:00,569,OK,8.6,
2026-09-14T22:10:33.852+00:00,570,OK,4.2,
2026-09-14T22:10:34.362+00:00,571,OK,10.1,
2026-09-14T22:10:34.875+00:00,572,OK,12.6,
2026-09-14T22:10:35.391+00:00,573,OK,15.5,
2026-09-14T22:10:35.898+00:00,574,OK,6.6,
2026-09-14T22:10:36.416+00:00,575,OK,18.5,
2026-09-14T22:10:36.923+00:00,576,OK,5.9,
2026-09-14T22:10:37.428+00:00,577,OK,5.3,
2026-09-14T22:10:37.939+00:00,578,OK,10.5,
2026-09-14T22:10:38.444+00:00,579,OK,4.4,
2026-09-14T22:10:38.956+00:00,580,OK,11.5,
2026-09-14T22:10:39.466+00:00,581,OK,10.1,
2026-09-14T22:10:39.971+00:00,582,OK,4.8,
2026-09-14T22:10:40.488+00:00,583,OK,16.3,
2026-09-14T22:10:41.004+00:00,584,OK,16.4,
2026-09-14T22:10:41.518+00:00,585,OK,12.8,
2026-09-14T22:10:42.023+00:00,586,OK,5.6,
2026-09-14T22:10:42.529+00:00,587,OK,5.1,
2026-09-14T22:10:43.037+00:00,588,OK,9.8,
2026-09-14T22:10:43.545+00:00,589,OK,8.1,
2026-09-14T22:10:44.051+00:00,590,OK,5.2,
2026-09-14T22:10:44.565+00:00,591,OK,13.5,
